code;designation;caracteristique;categorie;unite;prix
TS00023;EV-CG125-PISTON-STD+/EV-CG125??STD+/56.5*1.2*2.5;100?/?;??;?;1250
TS00024;EV-CG125-PISTON-STD++ /EV-CG125??STD++/56.5*1.2*2.5/8-10C;100?/?;??;?;1250
TS00025;YX-CG150-PISTON-STD+ /YX-CG150??STD+/62*1.2*2.5;100?/?;??;?;1350
TS00025-1;YX-CG150-PISTON-STD+(SENG SEGMENT)/YX-CG150??STD+?????;100?/?;??;?;1350
TS00026;YX-CG150-PISTON-STD++/YX-CG150??STD++/62*1.2*2.5/8-10C;100?/?;??;?;1350
TS00029;YX-CG200-PISTON-STD+ /YX-CG200??STD+/63.5*1.0*2.5;100?/?;??;?;1600
TS00030;YX-CG200-PISTON-STD++ /YX-CG200??STD++/63.5*1.0*2.5/8-10C;100?/?;??;?;1600
TS00041;YX-YOROBO-PISTON-STD+/YX-YOROBO??STD+/;100?/?;??;?;1800
TS00041 -1;YX-YOROBO-PISTON-STD+(SENG SEGMENT)/YX-YOROBO??STD+?????;100?/?;??;?;1800
TS00042;YX-YOROBO-PISTON-STD++/YX-YOROBO??STD++;100?/?;??;?;1800
TS00042 -1;YX-YOROBO-PISTON-STD++(SENG SEGMENT)/YX-YOROBO??STD++?????;100?/?;??;?;1800
TS00049;YX-TVS160-PISTON-STD+/YX-TVS160??STD+/62*0.8*1.5;100?/?;??;?;1600
TS00050;YX-TVS160-PISTON-STD++/YX-TVS160??STD++/62*0.8*1.5/8-10C;100?/?;??;?;1600
TS00051;EV-TVS160-PISTON-STD+ /EV-TVS160??STD+/62*0.8*1.5;100?/?;??;?;1600
TS00052;EV-TVS160-PISTON-STD++ /EV-TVS160??STD++/62*0.8*1.5/8-10C;100?/?;??;?;1600
TS00053;YX-TVS180-PISTON-STD+ /YX-TVS180??STD+/62.5*0.8*1.5;100?/?;??;?;1800
TS00054;YX-TVS180-PISTON-STD++ /YX-TVS180??STD++/62.5*0.8*1.5/8-10C;100?/?;??;?;1800
TS00056;EV-TVS180-PISTON-STD++ /EV-TVS180??STD++/62.5*0.8*1.5/8-10C;100?/?;??;?;1800
TS00061;YX-NEO110-PISTON-STD+ /YX-NEO??STD+/53.5*1.0*2.0;100?/?;??;?;1500
TS00062;YX-NEO110-PISTON-STD++/YX-NEO??STD++/53.5*1.0*2.0/8-10C;100?/?;??;?;1500
TS00070;YX-AP175-PISTON-STD+ /YX-AP175??STD+/62*1.2*2.5;100?/?;??;?;1600
TS00071;YX-AP175-PISTON-STD++/YX-AP175??STD++/62*1.2*2.5/8-10C;100?/?;??;?;1600
TS00075;YX-AP200-PISTON-STD++ /YX-AP200??++/63.5*1.0*2.5/8-10C;100?/?;??;?;1600
TS00090;UFC-CG125-PISTON-STD++/UFC-CG125??STD++/56.5*1.2*2.5;100?/?;??;?;1600
TS00113;EV-ALOBA-PISTON+/??EV-ALOBA??STD+;100?/?;??;?;1300
TS00122;UFC-ALOBA PISTON-STD+/UFC-ALOBA??STD+/56.5*0.8*2.0;100?/?;??;?;1550
TS00123;UFC-ALOBA PISTON-STD++/UFC-ALOBA??STD++/56.5*0.8*2.0/8-10C;100?/?;??;?;1550
TS00129;EV-ALOBA-PISTON-STD+ /EV-ALOBA??STD+/56.5*0.8*2.0;100?/?;??;?;1300
TS00130;EV-ALOBA-PISTON-STD++/EV-ALOBA??STD++/56.5*0.8*2.0/8-10C;100?/?;??;?;1300
TS00131;YX-ALOBA-PISTON-STD+/YX-ALOBA??-???STD+/56.5*0.8*2.0;100?/?;??;?;1300
TS00131-1;YX-ALOBA-PISTON-STD+(SENG SEGMENT)/YX-ALOBA??STD+?????;100?/?;??;?;1300
TS00132;YX-ALOBA-PISTON-STD++ /YX-ALOBA??-???STD++/56.5*0.8*2.0/8-10C;100?/?;??;?;1300
TS00132 -1;YX-ALOBA-PISTON-STD++(SENG SEGMENT)/YX-ALOBA??STD++?????;100?/?;??;?;1300
TS00137;YX-AP200-PISTON-STD+ /YX-AP200??+/63.5*1.0*2.5;100?/?;??;?;1600
TS00138;YX-HJ125-8PISTON-STD+ /YX-HJ125-8??STD+/56.5*1.0*1.5;100?/?;HJ125-8;?;1500
TS00139;YX-HJ125-8-PISTON-STD++ /YX-HJ125-8??STD++/56.5*1.0*1.5;100?/?;HJ125-8;?;1500
TS00182;YX-NEO125-PISTON+/YX-NEO125??STD+;100?/?;??;?;1700
TS00183;YX-NEO125-PISTON /YX-NEO125??STD++/8-10C;100?/?;??;?;1700
TS00186;SV-CG125-PISTON-STD+ /SV-CG125??STD+/56.5*1.2*2.5-??;100?/?;??;?;2200
TS00187;SV-CG125-PISTON-STD++ /SV-CG125??STD++/56.5*1.2*2.5-??;100?/?;??;?;2200
TS00188;SV-CG150-PISTON-STD+ /SV-CG150??STD+/62*1.2*2.5-??;100?/?;??;?;2300
TS00189;SV-CG150-PISTON-STD++ /SV-CG150??STD++/62*1.2*2.5-??;100?/?;??;?;2300
TS00196;SV-ALOBA-PISTON-STD+/SV-ALOBA??STD+/56.6*0.8*2.0-??;100?/?;??;?;2200
TS00197;SV-ALOBA-PISTON-STD++/SV-ALOBA??STD++/56.6*0.8*2.0-??;100?/?;??;?;2200
TS00198;SV-CD110-PISTON-STD+/SV-CD110??STD+/52.4*1.0*2.0-??;100?/?;??;?;2250
TS00199;SV-CD110-PISTON-STD++/ SV-CD110??STD++/52.4*1.0*2.0-??;100?/?;??;?;2250
TS00211;SV HJ150-9 PISTON-STD+ SV-HJ150-9??STD+/62*1.2*2.5-??;100?/?;??;?;2500
TS00212;SV HJ150-9 PISTON-STD++/SV-HJ150-9??STD++/62*1.2*2.5-??;100?/?;??;?;2500
TS00214;SV-TVS180 PISTON-STD+/ SV-TVS180??STD+/62.5*0.8*1.5;100?/?;??;?;2500
TS00215;SV-TVS180 PISTON-STD++ /SV-TVS180??STD++/62.5*0.8*1.5;100?/?;??;?;2500
TS00226;YX-CD110 PISTON-STD+/YX-CD110??STD+??-52.4*1.0*2.0;100?/?;??;?;1150
TS00227;YX-CD110 PISTON-STD++/YX-CD110??STD++??-52.4*1.0*2.0;100?/?;??;?;1150
TS00228;YX-CG125PISTON-STD+/CG125??STD+??/56.5*1.2*2.5;100?/?;??;?;1250
TS00229;YX-CG125 PISTON-STD++YX-CG125??STD++??/56.5*1.2*2.5;100?/?;??;?;1250
TS00230;YX-CG200 PISTON-STD+ YX-CG200??STD+??/63.5*1.0*2.5;100?/?;??;?;1600
TS00230-1;YX-CG200 PISTON-STD+(SENG SEGMENT)/YX-CG200??STD+??(????;100?/?;??;?;1800
TS00231;YX-CG200 PISTON-STD++ YX-CG200??STD++??/63.5*1.0*2.5;100?/?;??;?;1600
TS00234;YX-ALOBA PISTON-STD+  /YX-ALOBA??-???STD+??/56.5*0.8*2.0;100?/?;??;?;1300
TS00235;YX-ALOBA PISTON-STD++ YX-ALOBA??-???STD++??/56.5*0.8*2.0;100?/?;??;?;1300
TS00236;YX-Z-ONE170 PISTON-STD+ YX-Z-ONE170??STD+;100?/?;??;?;1900
TS00237;YX-Z-ONE170 PISTON-STD++ YX-Z-ONE170??STD++;100?/?;??;?;1900
TS00241;"HC-CD110 PISTON-STD+ /52.4*1.0*2.0	 HC-CD110??STD+??/52.4*1.0*2.0";100?/?;??;?;1000
TS00242;HC-CD110 PISTON-STD++ HC-CD110??STD++??/52.4*1.0*2.0-8-10C;100?/?;??;?;1000
TS00243;HC-ALOBA PISTON-STD+ HC-ALOBA??-???STD+??/56.5*0.8*2.0;100?/?;??;?;1150
TS00244;"HC-ALOBA PISTON-STD++ 	 HC-ALOBA??-???STD++??/56.5*0.8*2.0/10-12C";100?/?;??;?;1150
TS00245;HC-CG150 PISTON-STD+ HC-CG150??STD+??/62*1.2*2.5;100?/?;??;?;1250
TS00246;HC-CG150 PISTON-STD++ HC-CG150??STD++??/62*1.2*2.5/8-10C;100?/?;??;?;1250
TS00247;YX-CG150 PISTON-STD+ YX-CG150??STD+??/62*1.2*2.5/4-7C;100?/?;??;?;1350
TS00248;YX-CG150 PISTON-STD++ /YX-CG150??STD++??/62*1.2*2.5/8-10C;100?/?;??;?;1350
TS00249;HJ125-8E-PISTON-STD+/YX-HJ125-8??STD+??/56.5*1.0*1.5;100?/?;??;?;
TS00250;YX-HJ125-8 PISTON-STD++ YX-HJ125-8??STD++??/56.5*1.0*1.5;100?/?;??;?;1500
TS00251;YX-GX160-PISTON(+0.25)YX-GX160???+0.25?;100?/?;???;?;1200
TS00255;SV-UH115S PISTON KIT STD+/ SV-UH115S??STD+;100?/?;??;?;2500
